Home,Away,League,Season,Date,Gols_H,Gols_A,FTR,Placar
Montrose,Alloa,League One,2024/2025,2025-02-08,2.0,2.0,D,2.0 x 2.0
Arbroath,Inverness C,League One,2024/2025,2025-02-08,3.0,0.0,H,3.0 x 0.0
Annan Athletic,Dumbarton,League One,2024/2025,2025-02-08,2.0,1.0,H,2.0 x 1.0
Sp Gijon,Eibar,LaLiga 2,2024/2025,2025-02-08,0.0,0.0,D,0.0 x 0.0
Malaga,Levante,LaLiga 2,2024/2025,2025-02-08,1.0,1.0,D,1.0 x 1.0
Mainz,Augsburg,Bundesliga,2024/2025,2025-02-08,0.0,0.0,D,0.0 x 0.0
Ferrol,Castellon,LaLiga 2,2024/2025,2025-02-08,1.0,3.0,A,1.0 x 3.0
Lille,Le Havre,Ligue 1,2024/2025,2025-02-08,1.0,2.0,A,1.0 x 2.0
Dortmund,Stuttgart,Bundesliga,2024/2025,2025-02-08,1.0,2.0,A,1.0 x 2.0
Freiburg,Heidenheim,Bundesliga,2024/2025,2025-02-08,1.0,0.0,H,1.0 x 0.0
Hoffenheim,Union Berlin,Bundesliga,2024/2025,2025-02-08,0.0,4.0,A,0.0 x 4.0
Falkirk,Partick,Championship,2024/2025,2025-02-08,5.0,2.0,H,5.0 x 2.0
Sp Braga,Gil Vicente,Primeira Liga,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Casa Pia,Estrela,Primeira Liga,2024/2025,2025-02-09,1.0,0.0,H,1.0 x 0.0
Farense,Nacional,Primeira Liga,2024/2025,2025-02-09,0.0,2.0,A,0.0 x 2.0
Estoril,Boavista,Primeira Liga,2024/2025,2025-02-09,2.0,1.0,H,2.0 x 1.0
AEK,Panserraikos,Superliga,2024/2025,2025-02-09,5.0,0.0,H,5.0 x 0.0
Alaves,Getafe,LaLiga,2024/2025,2025-02-09,0.0,1.0,A,0.0 x 1.0
Aris,Panathinaikos,Superliga,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Karlsruhe,Braunschweig,Bundesliga 2,2024/2025,2025-02-09,0.0,2.0,A,0.0 x 2.0
Valencia,Leganes,LaLiga,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Sociedad,Espanol,LaLiga,2024/2025,2025-02-09,2.0,1.0,H,2.0 x 1.0
Olympiakos,Asteras Tripolis,Superliga,2024/2025,2025-02-09,1.0,1.0,D,1.0 x 1.0
Beerschot VA,Charleroi,Jupiler League,2024/2025,2025-02-09,1.0,1.0,D,1.0 x 1.0
Lyon,Reims,Ligue 1,2024/2025,2025-02-09,4.0,0.0,H,4.0 x 0.0
La Coruna,Almeria,LaLiga 2,2024/2025,2025-02-09,3.0,1.0,H,3.0 x 1.0
Cadiz,Cartagena,LaLiga 2,2024/2025,2025-02-09,5.0,2.0,H,5.0 x 2.0
Cordoba,Huesca,LaLiga 2,2024/2025,2025-02-09,1.0,2.0,A,1.0 x 2.0
Burgos,Santander,LaLiga 2,2024/2025,2025-02-09,2.0,1.0,H,2.0 x 1.0
Elche,Tenerife,LaLiga 2,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Cremonese,Sudtirol,Serie B,2024/2025,2025-02-09,3.0,1.0,H,3.0 x 1.0
Reggiana,Cesena,Serie B,2024/2025,2025-02-09,0.0,1.0,A,0.0 x 1.0
Spezia,Palermo,Serie B,2024/2025,2025-02-09,2.0,2.0,D,2.0 x 2.0
Juve Stabia,Bari,Serie B,2024/2025,2025-02-09,3.0,1.0,H,3.0 x 1.0
Napoli,Udinese,Serie A,2024/2025,2025-02-09,1.0,1.0,D,1.0 x 1.0
Lecce,Bologna,Serie A,2024/2025,2025-02-09,0.0,0.0,D,0.0 x 0.0
Lazio,Monza,Serie A,2024/2025,2025-02-09,5.0,1.0,H,5.0 x 1.0
Cagliari,Parma,Serie A,2024/2025,2025-02-09,2.0,1.0,H,2.0 x 1.0
Venezia,Roma,Serie A,2024/2025,2025-02-09,0.0,1.0,A,0.0 x 1.0
Holstein Kiel,Bochum,Bundesliga,2024/2025,2025-02-09,2.0,2.0,D,2.0 x 2.0
RB Leipzig,St Pauli,Bundesliga,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Angers,Marseille,Ligue 1,2024/2025,2025-02-09,0.0,2.0,A,0.0 x 2.0
Strasbourg,Montpellier,Ligue 1,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Auxerre,Toulouse,Ligue 1,2024/2025,2025-02-09,2.0,2.0,D,2.0 x 2.0
Hannover,Fortuna Dusseldorf,Bundesliga 2,2024/2025,2025-02-09,1.0,1.0,D,1.0 x 1.0
Westerlo,Standard,Jupiler League,2024/2025,2025-02-09,4.0,2.0,H,4.0 x 2.0
Kortrijk,St. Gilloise,Jupiler League,2024/2025,2025-02-09,1.0,2.0,A,1.0 x 2.0
Anderlecht,Antwerp,Jupiler League,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Sevilla,Barcelona,LaLiga,2024/2025,2025-02-09,1.0,4.0,A,1.0 x 4.0
FC Koln,Schalke 04,Bundesliga 2,2024/2025,2025-02-09,1.0,0.0,H,1.0 x 0.0
AZ Alkmaar,Zwolle,Eredivisie,2024/2025,2025-02-09,2.0,0.0,H,2.0 x 0.0
Kasimpasa,Rizespor,Super Lig,2024/2025,2025-02-09,3.0,2.0,H,3.0 x 2.0
Alanyaspor,Fenerbahce,Super Lig,2024/2025,2025-02-09,0.0,2.0,A,0.0 x 2.0
Antalyaspor,Buyuksehyr,Super Lig,2024/2025,2025-02-09,0.0,0.0,D,0.0 x 0.0
Utrecht,Almere City,Eredivisie,2024/2025,2025-02-09,0.0,1.0,A,0.0 x 1.0
Waalwijk,NAC Breda,Eredivisie,2024/2025,2025-02-09,5.0,0.0,H,5.0 x 0.0
For Sittard,Ajax,Eredivisie,2024/2025,2025-02-09,0.0,2.0,A,0.0 x 2.0
Bristol City,Swansea,EFL Championship,2024/2025,2025-02-09,0.0,1.0,A,0.0 x 1.0
Heerenveen,Twente,Eredivisie,2024/2025,2025-02-09,3.0,3.0,D,3.0 x 3.0
Mallorca,Osasuna,LaLiga,2024/2025,2025-02-10,1.0,1.0,D,1.0 x 1.0
Atromitos,Athens Kallithea,Superliga,2024/2025,2025-02-10,1.0,2.0,A,1.0 x 2.0
Lamia,Levadeiakos,Superliga,2024/2025,2025-02-10,0.0,2.0,A,0.0 x 2.0
Arouca,Rio Ave,Primeira Liga,2024/2025,2025-02-10,1.0,1.0,D,1.0 x 1.0
Caen,Dunkerque,Ligue 2,2024/2025,2025-02-10,0.0,2.0,A,0.0 x 2.0
Bodrumspor,Goztep,Super Lig,2024/2025,2025-02-10,0.0,0.0,D,0.0 x 0.0
Inter,Fiorentina,Serie A,2024/2025,2025-02-10,2.0,1.0,H,2.0 x 1.0
Trabzonspor,Eyupspor,Super Lig,2024/2025,2025-02-10,1.0,0.0,H,1.0 x 0.0
Oviedo,Eldense,LaLiga 2,2024/2025,2025-02-10,0.0,0.0,D,0.0 x 0.0
Bradford,Accrington,EFL League Two,2024/2025,2025-02-11,1.0,0.0,H,1.0 x 0.0
Barrow,Milton Keynes Dons,EFL League Two,2024/2025,2025-02-11,2.0,1.0,H,2.0 x 1.0
AFC Wimbledon,Crewe,EFL League Two,2024/2025,2025-02-11,3.0,0.0,H,3.0 x 0.0
Portsmouth,Cardiff,EFL Championship,2024/2025,2025-02-11,2.0,1.0,H,2.0 x 1.0
Watford,Leeds,EFL Championship,2024/2025,2025-02-11,0.0,4.0,A,0.0 x 4.0
Dag and Red,Woking,National League,2024/2025,2025-02-11,1.0,2.0,A,1.0 x 2.0
Hartlepool,Tamworth,National League,2024/2025,2025-02-11,2.0,2.0,D,2.0 x 2.0
Oldham,Altrincham,National League,2024/2025,2025-02-11,2.0,2.0,D,2.0 x 2.0
Coventry,QPR,EFL Championship,2024/2025,2025-02-11,1.0,0.0,H,1.0 x 0.0
Derby,Oxford,EFL Championship,2024/2025,2025-02-11,0.0,0.0,D,0.0 x 0.0
Newport County,Carlisle,EFL League Two,2024/2025,2025-02-11,1.0,0.0,H,1.0 x 0.0
Norwich,Preston,EFL Championship,2024/2025,2025-02-11,0.0,1.0,A,0.0 x 1.0
Southend,Halifax,National League,2024/2025,2025-02-11,3.0,1.0,H,3.0 x 1.0
Tranmere,Fleetwood Town,EFL League Two,2024/2025,2025-02-11,0.0,0.0,D,0.0 x 0.0
Reading,Shrewsbury,EFL League One,2024/2025,2025-02-11,1.0,1.0,D,1.0 x 1.0
Leyton Orient,Mansfield,EFL League One,2024/2025,2025-02-11,3.0,0.0,H,3.0 x 0.0
Crawley Town,Stevenage,EFL League One,2024/2025,2025-02-11,3.0,1.0,H,3.0 x 1.0
Charlton,Peterboro,EFL League One,2024/2025,2025-02-11,2.0,1.0,H,2.0 x 1.0
Bristol Rvs,Stockport,EFL League One,2024/2025,2025-02-11,1.0,1.0,D,1.0 x 1.0
Walsall,Gillingham,EFL League Two,2024/2025,2025-02-11,1.0,1.0,D,1.0 x 1.0
Birmingham,Cambridge,EFL League One,2024/2025,2025-02-11,4.0,0.0,H,4.0 x 0.0
Blackpool,Rotherham,EFL League One,2024/2025,2025-02-11,0.0,0.0,D,0.0 x 0.0
Cove Rangers,Montrose,League One,2024/2025,2025-02-11,1.0,1.0,D,1.0 x 1.0
Plymouth,Millwall,EFL Championship,2024/2025,2025-02-12,5.0,1.0,H,5.0 x 1.0
Burnley,Hull,EFL Championship,2024/2025,2025-02-12,2.0,0.0,H,2.0 x 0.0
Swansea,Sheffield Weds,EFL Championship,2024/2025,2025-02-12,0.0,1.0,A,0.0 x 1.0
West Brom,Blackburn,EFL Championship,2024/2025,2025-02-12,0.0,2.0,A,0.0 x 2.0
Sheffield United,Middlesbrough,EFL Championship,2024/2025,2025-02-12,3.0,1.0,H,3.0 x 1.0
Bristol City,Stoke,EFL Championship,2024/2025,2025-02-12,2.0,0.0,H,2.0 x 0.0
Everton,Liverpool,Premier League,2024/2025,2025-02-12,2.0,2.0,D,2.0 x 2.0
Sunderland,Luton,EFL Championship,2024/2025,2025-02-12,2.0,0.0,H,2.0 x 0.0
Port Vale,Notts County,EFL League Two,2024/2025,2025-02-13,1.0,0.0,H,1.0 x 0.0
Clermont,Bastia,Ligue 2,2024/2025,2025-02-14,1.0,1.0,D,1.0 x 1.0
Amiens,Grenoble,Ligue 2,2024/2025,2025-02-14,1.0,4.0,A,1.0 x 4.0
Go Ahead Eagles,Sparta Rotterdam,Eredivisie,2024/2025,2025-02-14,1.0,0.0,H,1.0 x 0.0
Bologna,Torino,Serie A,2024/2025,2025-02-14,3.0,2.0,H,3.0 x 2.0
Girona,Getafe,LaLiga,2024/2025,2025-02-14,1.0,2.0,A,1.0 x 2.0
Standard,Genk,Jupiler League,2024/2025,2025-02-14,1.0,2.0,A,1.0 x 2.0
Ajaccio,Laval,Ligue 2,2024/2025,2025-02-14,3.0,0.0,H,3.0 x 0.0
Red Star,Martigues,Ligue 2,2024/2025,2025-02-14,1.0,0.0,H,1.0 x 0.0
Troyes,Lorient,Ligue 2,2024/2025,2025-02-14,0.0,1.0,A,0.0 x 1.0
Brighton,Chelsea,Premier League,2024/2025,2025-02-14,3.0,0.0,H,3.0 x 0.0
Augsburg,RB Leipzig,Bundesliga,2024/2025,2025-02-14,0.0,0.0,D,0.0 x 0.0
Pau FC,Rodez,Ligue 2,2024/2025,2025-02-14,0.0,5.0,A,0.0 x 5.0
Brest,Auxerre,Ligue 1,2024/2025,2025-02-14,2.0,2.0,D,2.0 x 2.0
Catanzaro,Cittadella,Serie B,2024/2025,2025-02-14,1.0,0.0,H,1.0 x 0.0
Mirandes,Ferrol,LaLiga 2,2024/2025,2025-02-14,4.0,1.0,H,4.0 x 1.0
QPR,Derby,EFL Championship,2024/2025,2025-02-14,4.0,0.0,H,4.0 x 0.0
Boavista,Estrela,Primeira Liga,2024/2025,2025-02-14,0.0,1.0,A,0.0 x 1.0
Ad. Demirspor,Antalyaspor,Super Lig,2024/2025,2025-02-14,1.0,1.0,D,1.0 x 1.0
Magdeburg,FC Koln,Bundesliga 2,2024/2025,2025-02-14,3.0,0.0,H,3.0 x 0.0
Paderborn,Preußen Münster,Bundesliga 2,2024/2025,2025-02-14,2.0,0.0,H,2.0 x 0.0
Halifax,Boston Utd,National League,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Woking,Tamworth,National League,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Yeovil,Wealdstone,National League,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
Barnsley,Huddersfield,EFL League One,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
Birmingham,Charlton,EFL League One,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Blackpool,Mansfield,EFL League One,2024/2025,2025-02-15,3.0,3.0,D,3.0 x 3.0
PSV Eindhoven,Utrecht,Eredivisie,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
NAC Breda,Feyenoord,Eredivisie,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Bristol Rvs,Burton,EFL League One,2024/2025,2025-02-15,3.0,1.0,H,3.0 x 1.0
Crawley Town,Wycombe,EFL League One,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Leyton Orient,Lincoln,EFL League One,2024/2025,2025-02-15,3.0,2.0,H,3.0 x 2.0
Reading,Rotherham,EFL League One,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Shrewsbury,Bolton,EFL League One,2024/2025,2025-02-15,2.0,3.0,A,2.0 x 3.0
Stevenage,Peterboro,EFL League One,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Wigan,Stockport,EFL League One,2024/2025,2025-02-15,0.0,2.0,A,0.0 x 2.0
Raith Rvs,Partick,Championship,2024/2025,2025-02-15,3.0,0.0,H,3.0 x 0.0
Willem II,Groningen,Eredivisie,2024/2025,2025-02-15,1.0,3.0,A,1.0 x 3.0
Besiktas,Trabzonspor,Super Lig,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Buyuksehyr,Bodrumspor,Super Lig,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Gaziantep,Sivasspor,Super Lig,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Northampton,Wrexham,EFL League One,2024/2025,2025-02-15,0.0,2.0,A,0.0 x 2.0
Cambridge,Exeter,EFL League One,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Tenerife,Cordoba,LaLiga 2,2024/2025,2025-02-15,2.0,3.0,A,2.0 x 3.0
Monaco,Nantes,Ligue 1,2024/2025,2025-02-15,7.0,1.0,H,7.0 x 1.0
Queens Park,Hamilton,Championship,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
Morton,Airdrie Utd,Championship,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
Fylde,Dag and Red,National League,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Livingston,Dunfermline,Championship,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Falkirk,Ayr,Championship,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
Hartlepool,Maidenhead,National League,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Oldham,Sutton,National League,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Ebbsfleet,York,National League,2024/2025,2025-02-15,0.0,2.0,A,0.0 x 2.0
Atalanta,Cagliari,Serie A,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Toulouse,Paris SG,Ligue 1,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Lazio,Napoli,Serie A,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
Braintree Town,Forest Green,National League,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Dunkerque,Paris FC,Ligue 2,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Guingamp,Metz,Ligue 2,2024/2025,2025-02-15,0.0,3.0,A,0.0 x 3.0
Southend,Rochdale,National League,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Castellon,Eibar,LaLiga 2,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Cartagena,Malaga,LaLiga 2,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Santander,Cadiz,LaLiga 2,2024/2025,2025-02-15,2.0,3.0,A,2.0 x 3.0
Gateshead,Altrincham,National League,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Marseille,St Etienne,Ligue 1,2024/2025,2025-02-15,5.0,1.0,H,5.0 x 1.0
Eastleigh,Aldershot,National League,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Milan,Verona,Serie A,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Luton,Sheffield United,EFL Championship,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Modena,Spezia,Serie B,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Gillingham,Crewe,EFL League Two,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Cheltenham,Barrow,EFL League Two,2024/2025,2025-02-15,3.0,2.0,H,3.0 x 2.0
Carlisle,Colchester,EFL League Two,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Bromley,Fleetwood Town,EFL League Two,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Doncaster,Grimsby,EFL League Two,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
AFC Wimbledon,Salford,EFL League Two,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Tranmere,Milton Keynes Dons,EFL League Two,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Stranraer,Elgin,League Two,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Walsall,Chesterfield,EFL League Two,2024/2025,2025-02-15,3.0,1.0,H,3.0 x 1.0
Elversberg,Greuther Furth,Bundesliga 2,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Kaiserslautern,Hannover,Bundesliga 2,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Fortuna Dusseldorf,Hertha,Bundesliga 2,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Moreirense,Casa Pia,Primeira Liga,2024/2025,2025-02-15,3.0,2.0,H,3.0 x 2.0
Nacional,Estoril,Primeira Liga,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
Santa Clara,Benfica,Primeira Liga,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Sp Lisbon,Arouca,Primeira Liga,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
Braunschweig,Darmstadt,Bundesliga 2,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Carrarese,Salernitana,Serie B,2024/2025,2025-02-15,3.0,2.0,H,3.0 x 2.0
Stirling,Forfar,League Two,2024/2025,2025-02-15,3.0,1.0,H,3.0 x 1.0
Edinburgh City,Spartans,League Two,2024/2025,2025-02-15,5.0,0.0,H,5.0 x 0.0
Middlesbrough,Watford,EFL Championship,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Queen of Sth,Arbroath,League One,2024/2025,2025-02-15,0.0,3.0,A,0.0 x 3.0
Dumbarton,Montrose,League One,2024/2025,2025-02-15,2.0,3.0,A,2.0 x 3.0
Cove Rangers,Annan Athletic,League One,2024/2025,2025-02-15,3.0,1.0,H,3.0 x 1.0
Alloa,Kelty Hearts,League One,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Blackburn,Plymouth,EFL Championship,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Preston,Burnley,EFL Championship,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Peterhead,Clyde,League Two,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
Oxford,Portsmouth,EFL Championship,2024/2025,2025-02-15,0.0,2.0,A,0.0 x 2.0
Harrogate,Swindon,EFL League Two,2024/2025,2025-02-15,1.0,0.0,H,1.0 x 0.0
Morecambe,Accrington,EFL League Two,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Newport County,Bradford,EFL League Two,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Millwall,West Brom,EFL Championship,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Sheffield Weds,Coventry,EFL Championship,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
Stoke,Swansea,EFL Championship,2024/2025,2025-02-15,3.0,1.0,H,3.0 x 1.0
East Fife,Bonnyrigg Rose,League Two,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Cardiff,Bristol City,EFL Championship,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
AEK,Atromitos,Superliga,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
OFI Crete,Asteras Tripolis,Superliga,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Osasuna,Real Madrid,LaLiga,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Sassuolo,Brescia,Serie B,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Sudtirol,Sampdoria,Serie B,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Bari,Cremonese,Serie B,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
St Truiden,Club Brugge,Jupiler League,2024/2025,2025-02-15,2.0,2.0,D,2.0 x 2.0
Antwerp,Kortrijk,Jupiler League,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Oud-Heverlee Leuven,Dender,Jupiler League,2024/2025,2025-02-15,3.0,2.0,H,3.0 x 2.0
Motherwell,Ross County,Premiership,2024/2025,2025-02-15,0.0,3.0,A,0.0 x 3.0
Kilmarnock,St Johnstone,Premiership,2024/2025,2025-02-15,3.0,1.0,H,3.0 x 1.0
Hull,Norwich,EFL Championship,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Celtic,Dundee United,Premiership,2024/2025,2025-02-15,3.0,0.0,H,3.0 x 0.0
Villarreal,Valencia,LaLiga,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Ath Madrid,Celta,LaLiga,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Leganes,Alaves,LaLiga,2024/2025,2025-02-15,3.0,3.0,D,3.0 x 3.0
Leicester,Arsenal,Premier League,2024/2025,2025-02-15,0.0,2.0,A,0.0 x 2.0
Aston Villa,Ipswich,Premier League,2024/2025,2025-02-15,1.0,1.0,D,1.0 x 1.0
Dundee,Aberdeen,Premiership,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
Man City,Newcastle,Premier League,2024/2025,2025-02-15,4.0,0.0,H,4.0 x 0.0
Barnet,Solihull,National League,2024/2025,2025-02-15,3.0,1.0,H,3.0 x 1.0
Fulham,Nott'm Forest,Premier League,2024/2025,2025-02-15,2.0,1.0,H,2.0 x 1.0
Union Berlin,M'gladbach,Bundesliga,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
Stuttgart,Wolfsburg,Bundesliga,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
St Pauli,Freiburg,Bundesliga,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Bochum,Dortmund,Bundesliga,2024/2025,2025-02-15,2.0,0.0,H,2.0 x 0.0
Leverkusen,Bayern Munich,Bundesliga,2024/2025,2025-02-15,0.0,0.0,D,0.0 x 0.0
Crystal Palace,Everton,Premier League,2024/2025,2025-02-15,1.0,2.0,A,1.0 x 2.0
West Ham,Brentford,Premier League,2024/2025,2025-02-15,0.0,1.0,A,0.0 x 1.0
Southampton,Bournemouth,Premier League,2024/2025,2025-02-15,1.0,3.0,A,1.0 x 3.0
Cesena,Pisa,Serie B,2024/2025,2025-02-16,1.0,1.0,D,1.0 x 1.0
Panserraikos,Olympiakos,Superliga,2024/2025,2025-02-16,0.0,4.0,A,0.0 x 4.0
Reims,Angers,Ligue 1,2024/2025,2025-02-16,0.0,1.0,A,0.0 x 1.0
Lens,Strasbourg,Ligue 1,2024/2025,2025-02-16,0.0,2.0,A,0.0 x 2.0
PAOK,Lamia,Superliga,2024/2025,2025-02-16,7.0,0.0,H,7.0 x 0.0
Panetolikos,Athens Kallithea,Superliga,2024/2025,2025-02-16,2.0,0.0,H,2.0 x 0.0
Frosinone,Reggiana,Serie B,2024/2025,2025-02-16,1.0,1.0,D,1.0 x 1.0
Ajax,Heracles,Eredivisie,2024/2025,2025-02-16,4.0,0.0,H,4.0 x 0.0
Twente,Waalwijk,Eredivisie,2024/2025,2025-02-16,2.0,0.0,H,2.0 x 0.0
Palermo,Mantova,Serie B,2024/2025,2025-02-16,2.0,2.0,D,2.0 x 2.0
Nijmegen,Almere City,Eredivisie,2024/2025,2025-02-16,2.0,2.0,D,2.0 x 2.0
Juve Stabia,Cosenza,Serie B,2024/2025,2025-02-16,3.0,0.0,H,3.0 x 0.0
Montpellier,Lyon,Ligue 1,2024/2025,2025-02-16,1.0,4.0,A,1.0 x 4.0
Le Havre,Nice,Ligue 1,2024/2025,2025-02-16,1.0,3.0,A,1.0 x 3.0
Panathinaikos,Volos NFC,Superliga,2024/2025,2025-02-16,2.0,1.0,H,2.0 x 1.0
Zwolle,Heerenveen,Eredivisie,2024/2025,2025-02-16,1.0,1.0,D,1.0 x 1.0
Levadeiakos,Aris,Superliga,2024/2025,2025-02-16,4.0,1.0,H,4.0 x 1.0
Rennes,Lille,Ligue 1,2024/2025,2025-02-16,0.0,2.0,A,0.0 x 2.0
Cercle Brugge,Westerlo,Jupiler League,2024/2025,2025-02-16,1.0,1.0,D,1.0 x 1.0
St Mirren,Hibernian,Premiership,2024/2025,2025-02-16,0.0,0.0,D,0.0 x 0.0
Charleroi,Anderlecht,Jupiler League,2024/2025,2025-02-16,0.0,1.0,A,0.0 x 1.0
St. Gilloise,Mechelen,Jupiler League,2024/2025,2025-02-16,0.0,1.0,A,0.0 x 1.0
Gent,Beerschot VA,Jupiler League,2024/2025,2025-02-16,3.0,2.0,H,3.0 x 2.0
Liverpool,Wolves,Premier League,2024/2025,2025-02-16,2.0,1.0,H,2.0 x 1.0
Tottenham,Man United,Premier League,2024/2025,2025-02-16,1.0,0.0,H,1.0 x 0.0
Guimaraes,Sp Braga,Primeira Liga,2024/2025,2025-02-16,0.0,0.0,D,0.0 x 0.0
Ein Frankfurt,Holstein Kiel,Bundesliga,2024/2025,2025-02-16,3.0,1.0,H,3.0 x 1.0
Farense,Porto,Primeira Liga,2024/2025,2025-02-16,0.0,1.0,A,0.0 x 1.0
Schalke 04,Karlsruhe,Bundesliga 2,2024/2025,2025-02-16,2.0,1.0,H,2.0 x 1.0
Regensburg,Hamburg,Bundesliga 2,2024/2025,2025-02-16,1.0,1.0,D,1.0 x 1.0
Nurnberg,Ulm,Bundesliga 2,2024/2025,2025-02-16,2.0,0.0,H,2.0 x 0.0
Hatayspor,Alanyaspor,Super Lig,2024/2025,2025-02-16,1.0,0.0,H,1.0 x 0.0
Eyupspor,Kayserispor,Super Lig,2024/2025,2025-02-16,1.0,1.0,D,1.0 x 1.0
Konyaspor,Samsunspor,Super Lig,2024/2025,2025-02-16,0.0,1.0,A,0.0 x 1.0
Hearts,Rangers,Premiership,2024/2025,2025-02-16,1.0,3.0,A,1.0 x 3.0
Rio Ave,AVS,Primeira Liga,2024/2025,2025-02-16,1.0,1.0,D,1.0 x 1.0
Werder Bremen,Hoffenheim,Bundesliga,2024/2025,2025-02-16,1.0,3.0,A,1.0 x 3.0
